row_id,english_question,bangla_question
800,Which of the following figures is both an axis-symmetric figure and a central symmetric figure? ( ),
801,"Four identical small rectangular cards (as shown in Figure 1) are placed non-overlapping on the bottom of a rectangular box (with length m and width n) (as shown in Figure 2). The uncovered parts of the box's bottom are shaded. What is the total perimeter of the two shaded areas in Figure 2?
A. 4m
B. 4n
C. 2(m+n)
D. 4(m+n)",
802,"As shown in the figure, in the cube \(ABCD-A_{1}B_{1}C_{1}D_{1}\) with a side length of \(6\), points \(E\) and \(F\) are the midpoints of edges \(C_{1}D_{1}\) and \(B_{1}C_{1}\) respectively. A section is made through points \(A\), \(E\), and \(F\) of the cube. What is the perimeter of the section?
A. \(18+3 \sqrt {2}\)
B. \(6 \sqrt {13}+3 \sqrt {2}\)
C. \(6 \sqrt {5}+9 \sqrt {2}\)
D. \(10+3 \sqrt {2}+4 \sqrt {10}\)",
803,"As shown in the figure, three squares with side lengths of \(4\) overlap. Points \(O_{1}\) and \(O_{2}\) are the intersection points of the diagonals of two of the squares. What is the area of the shaded region?",
804,"In the figure, in triangle \(Rt\triangle ABC\), \(∠ACB=90^{\circ}\), \(AC=BC=2\). In a Cartesian coordinate system established with point \(O\) (the midpoint of \(AB\)) as the origin and the line containing \(AB\) as the x-axis, triangle \(ABC\) is rotated clockwise around point \(B\) so that point \(A\) rotates to point \(A'\) on the positive half-axis of the y-axis. The area of the shaded part is ______.",
805,"In the figure, the road shaped like a '回' character is 1 meter wide, with a total length of 8 meters and a width of 7 meters. A person walks from the entrance point A along the center of the road to the endpoint B. How far did he walk? ( )
A. 55 meters
B. 55.5 meters
C. 56 meters
D. 56.5 meters",
806,"As shown in the figure, this is a pattern arranged according to a certain rule. The number of triangles in the 6th pattern arranged according to this rule is ( )
A. 12
B. 16
C. 20
D. 32",
807,"In the figure, AB is the diameter of circle O, points D and E are the trisection points of the semicircle. The extended lines of AE and BD intersect at point C. If CE = 2, then the area of the shaded part in the figure is ( )
A. \( \frac{4}{3} \pi - \sqrt{3} \)
B. \( \frac{2}{3} \pi \)
C. \( \frac{2}{3} \pi - \sqrt{3} \)
D. \( \frac{1}{3} \pi \)",
808,"What is shown in figure 2c? 
Choices:
(A) The patient's angiogram 
(B) The stent placement procedure 
(C) The stent in the patient's artery 
(D) The stent in diluted contrast Xper-ct image.",
809,"Given the parabola $y^2 = 4x$ with focus F(1, 0), let AB and CD be chords passing through F such that AB ⊥ CD. Let the slope of AB be k > 0, with points A and C above the x-axis. Find the minimum value of the sum of the areas of triangles AFC and BFD as k varies.",
810,The three views of a certain geometric body are shown in the figure. What is the volume of this geometric body?,
811,"In the figure (2009, Wuhou District school-level independent enrollment), points D and E are the midpoints of segments BC and AC, respectively. The area of the shaded region is 12. What is the area of triangle ADE?",
812,"Given: In the inscribed quadrilateral ABCD of circle O, AB is the diameter, and ∠BCD = 130°. The tangent PD at point D intersects line AB at point P. What is the degree measure of ∠ADP?
A. 40°
B. 45°
C. 50°
D. 65°",
813,"Given real numbers $x$ and $y$ that satisfy the system of inequalities:
$$
\begin{cases}
x - 2y + 1 \geq 0 \\
2x - y - 1 \leq 0 \\
4x + 2y + 1 \leq 0 \\
x^2 + y^2 \leq 1
\end{cases}
$$
what is the range of values for $3x + y$?",
814,"In the figure, line $l$ is the axis of symmetry of the symmetric shape. How many pairs of triangles with equal areas are there in the figure?",
815,The figure shows the lateral development of a certain cube. Which of the following cubes can be formed from this net?,
816,"The base of the polyhedron MN-ABCD is a rectangle, and its front (main) view and side (left) view are shown in the figure. The front (main) view is an isosceles trapezoid, and the side (left) view is an isosceles triangle. What is the length of AM ( )?
A. \(\sqrt{3}\)
B. \(\sqrt{5}\)
C. \(\sqrt{6}\)
D. \(2\sqrt{2}\)",
817,"In the 6×8 grid where each small square has side length 1, points O and vertices A, B, C of triangle ABC lie at grid vertices. Using O as the similarity center, construct triangle A'B'C' similar to triangle ABC with similarity ratio 1:2. Then, connect points A and A', and find the perimeter of quadrilateral AA'C'C. Express your answer in terms of square roots.",
818,"As shown in the figure: The three circles are concentric, and the area of the shaded part is __.",
819,"In the figure, the diameter AB of the semicircle is 12. When point B rotates counterclockwise 60° around point A, point B moves to point B'. What is the area of the shaded region in the figure? ( )
A. 12π
B. 24π
C. 6π
D. 36π",
820,"As shown in the figure, in a 3\times2 square grid, two small squares have already been painted black. If we paint one more of the remaining small squares in any way, how many ways can we create an axis-symmetric pattern? ( )
A. 1 way
B. 2 ways
C. 3 ways
D. 4 ways",
821,"In triangle ABC and triangle ADE, ∠C = ∠E, ∠1 = ∠2, AC = AD = 2AB = 6. Find the length of AE.",
822,Calculate the area of the figure shown in the image. (Unit: cm²),
823,"As shown in the figure, there is a semicircular open space with diameter AB = 8 meters. Point C lies on the semicircular arc, and ∠ABC = π/6. A rotatable light source at C illuminates a sector with angle ∠ECF = π/6, where E and F lie on AB. Let ∠ACE = α. Find the maximum area of triangle ECF.",
824,"As shown in the figure, the rectangle \(ABCD\) is divided into \(15\) equal-sized squares. Points \(E\), \(F\), \(G\), and \(H\) are located on the sides \(AD\), \(AB\), \(BC\), and \(CD\) respectively, and are the vertices of one of the small squares. If the area of quadrilateral \(EFGH\) is \(1\), then the area of rectangle \(ABCD\) is ______.",
