row_id,english_question,bangla_question
1200,"The three views of the spatial geometric body are shown in the figure, then the volume of this geometric body is 
A. \(16\pi -\dfrac{16}{3}\)
B. \(16\pi -\dfrac{32}{3}\)
C. \(8\pi -\dfrac{16}{3}\)
D. \(8\pi -\dfrac{32}{3}\)",
1201,"In the figure, triangle ABC is inscribed in circle O, AD is perpendicular to BC at point D, AD = 2 cm, AB = 4 cm, AC = 3 cm. What is the diameter of circle O?
A. 2 cm
B. 4 cm
C. 6 cm
D. 8 cm",
1202,"In the figure, it is known that the relationship between the radii of sector $OBC$ and $OAD$ is $OB = \frac{1}{2} OA$. What is the length of arc BC in relation to the length of arc AD?",
1203,"In the figure, each quadrilateral in the grid is a rhombus. If the area of the grid triangle ABC is S, and we obtain grid triangles A<sub>1</sub>B<sub>1</sub>C<sub>1</sub>, A<sub>2</sub>B<sub>2</sub>C<sub>2</sub>, and A<sub>3</sub>B<sub>3</sub>C<sub>3</sub> as shown in the figure, what is the area of the grid triangle A<sub>3</sub>B<sub>3</sub>C<sub>3</sub>?
A. 19S
B. 36S
C. 37S
D. 43S",
1204,"In the figure, square ABCD is placed together with square EFGH. Given that the side length of the smaller square EFGH is 4 and the side length of the larger square ABCD is 6, what is the area of triangle AEG (the shaded part)?",
1205,"Given: In the square grid, angle ∠AOB is placed as shown in the figure, then the value of cos∠AOB is ( )
A. \frac{2{\sqrt{5}}}{5}
B. 2
C. \frac{1}{2}
D. \frac{\sqrt{5}}{5}",
1206,"Uncle Li has piled some corn in a corner of a room (as shown in the image). The arc length from point A to point B on the ground measures 1.57 m, and the distances from points A and B to the corner are equal. The height of the corn pile is 1.2 m. Given that each cubic meter of corn weighs approximately 750 kg, estimate the mass of this corn pile.",
1207,"In the Cartesian coordinate system, squares \(A_{1}B_{1}C_{1}D_{1}\), \(D_{1}E_{1}E_{2}B_{2}\), \(A_{2}B_{2}C_{2}D_{2}\), \(D_{2}E_{3}E_{4}B_{3}\), \(A_{3}B_{3}C_{3}D_{3}\), and so on, are arranged as shown in the figure. Point \(B_{1}\) is on the \(y\)-axis, and points \(C_{1}\), \(E_{1}\), \(E_{2}\), \(C_{2}\), \(E_{3}\), \(E_{4}\), \(C_{3}\), and so on, are on the \(x\)-axis. It is known that the side length of square \(A_{1}B_{1}C_{1}D_{1}\) is \(1\), \(∠B_{1}C_{1}O=60^{\circ}\), and \(B_{1}C_{1}/\!/B_{2}C_{2}/\!/B_{3}C_{3}\), and so on. What is the side length of square \(A_{2016}B_{2016}C_{2016}D_{2016}\)?
A. \( ( \dfrac {1}{2})^{2015}\)
B. \( ( \dfrac {1}{2})^{2016}\)
C. \( ( \dfrac { \sqrt {3}}{3})^{2016}\)
D. \( ( \dfrac { \sqrt {3}}{3})^{2015}\)",
1208,"In the transparent rectangular container made of plastic, some water is poured in. When one side of the container is tilted, the shapes and sizes of the water surfaces change with different angles of inclination. A student found some 'rules' regarding the shapes and sizes of these surfaces: 1) The part with water is always in the shape of a prism; 2) The part without water is always in the shape of a prism; 3) The area of the water surface changes, as shown in the second image; the greater the tilt (i.e., the smaller α), the larger the area of the water surface. 4) If the angle of inclination of the rectangular container is α, then the angle between the water surface and the bottom of the container is 90° - α. How many of the statements about the 'rules' are correct?
A. 1
B. 2
C. 3
D. 4",
1209,"In the figure, each small square has a side length of 1. Points A, B, and C are the vertices of the small squares. What is the tangent value of angle ∠ABC?",
1210,"Using several identical small cubes with a side length of 1 to build a geometric model, the three views are shown in the figure. The number of small cubes used to build this geometric model is ( )
A. 6
B. 7
C. 8
D. 9",
1211,"In the figure, quadrilateral OABC is a rhombus, points B and C are on the circle centered at point O with radius EF. If OA = 3 cm and ∠1 = ∠2, what is the length of the arc EF in cm?",
1212,"Given AB = 5 and tan∠ABM = 3/4, point C coincides with point B, and points E and D are positioned such that AC = AD, AB = AE, and ∠CAD = ∠BAE. Connect ED and find its length.",
1213,Find the area of the shaded part in the given figure. (Unit: square centimeters),
1214,"In the figure, given that lines \(a\) and \(b\) are intersected by line \(c\), what is the corresponding angle for \(∠1\)?
A. \(∠2\)
B. \(∠3\)
C. \(∠4\)
D. \(∠5\)",
1215,"As shown in the image (2016 Spring • Xianfeng County School-level Monthly Exam), there are the following five statements: ① ∠1 and ∠4 are corresponding angles; ② ∠3 and ∠5 are alternate interior angles; ③ ∠2 and ∠6 are same-side interior angles; ④ ∠5 and ∠2 are corresponding angles; ⑤ ∠1 and ∠3 are same-side interior angles. Which of the following statements are correct ( )?
A. ①②③
B. ①②③④
C. ①②③④⑤
D. ①②④⑤",
1216,Find the area of the shaded part as shown in the figure (unit: decimeters),
1217,"Which rabbit gets to the carrot first ( )?
A. Rabbit 1
B. Rabbit 2
C. Rabbit 3",
1218,"In triangle ABC, it is known that ∠BAD = ∠BCA, AB = 3, BD = 3, what is the length of CD?
A. 2
B. 6
C. 4
D. 8",
1219,"The image shows two congruent equilateral triangles. Given the following three propositions: 1) There exists a square pyramid, whose front view and side view are as shown; 2) There exists a triangular pyramid, whose front view and side view are as shown; 3) There exists a cone, whose front view and side view are as shown. The number of true propositions is ( )
A. 3
B. 2
C. 1
D. 0",
1220,"As shown in the figure, a line passing through the focus F of the parabola $y^2 = 2px$ (where $p > 0$) intersects the parabola and the directrix at points A, B, and C. If $|BC| = 2|BF|$ and $|AF| = 3$, then the equation of the parabola is ( )
A. $y^2 = \frac{3}{2}x$
B. $y^2 = 9x$
C. $y^2 = \frac{9}{2}x$
D. $y^2 = 3x$",
1221,"The image shows a solid formed by several small cubes. Based on this, how many small cubes are needed at a minimum to stack them into a cube?",
1222,"As shown in the figure, ∠1 + ∠2 = 180°, ∠3 = 100°, then ∠4 equals ( )
A. 70°
B. 80°
C. 90°
D. 100°",
1223,"A tree AB stands vertically. A worker is at point D, 3 meters from the base B. From point C, the angle of elevation to the top A is 60°, and the angle of depression to the base B is 30°. Is a protective object located 8 meters from B within the danger zone, where the danger zone has radius equal to AB?",
1224,"As shown in the figure, a ship is located at point A, which is in the north-east direction (60 degrees) from lighthouse P, at a distance of 86n miles. After sailing south for some time, it arrives at point B, which is in the south-east direction (45 degrees) from lighthouse P. At this point, the distance from point B to lighthouse P is approximately ______ n miles. (Round the result to the nearest integer. Reference data: \( \sqrt{3} \approx 1.7 \), \( \sqrt{2} \approx 1.4 \))",
1225,"In the grid composed of identical small squares, there are four line segments marked as \(AB\), \(CD\), \(EF\), and \(GH\). Which segments can form the sides of a right triangle?
A. \(CD\), \(EF\), \(GH\)
\(AB\), \(EF\), \(GH\)
\(AB\), \(CD\), \(GH\)
\(AB\), \(CD\), \(EF\)",
1226,"Given the plane region as shown in the figure, the optimal solution for the maximum value of $z = m x + y$ (where $m > 0$) within the plane region has infinitely many solutions. What is the value of $\mathcal{m}$? ( )
A. $\frac{7}{20}$
B. $-\frac{7}{20}$
C. $\frac{1}{2}$
D. Does not exist",
1227,"In 2006, there is a rectangular piece of paper ABCD, where AD = 4 cm. On it, there is a semicircle with diameter AD that is tangent to the opposite side BC. When it is folded along DE, point A falls on BC. At this time, the area of the part of the semicircle that is still exposed (the shaded part) is ( )
A. (π-2 \(\sqrt{3}\) ) cm²
B. ( \(\frac{1}{2}\) π+ \(\sqrt{3}\) ) cm²
C. ( \(\frac{4}{3}\) π- \(\sqrt{3}\) ) cm²
D. ( \(\frac{2}{3}\) π+ \(\sqrt{3}\) ) cm²",
1228,The three views of a certain triangular pyramid are shown in the figure. The maximum area among the four faces of this triangular pyramid is ______.,
1229,"In the figure, points A, B, C, and D lie on circle O, with point O located inside angle D. Quadrilateral OABC is a parallelogram. Find the sum of the angles ∠OAD and ∠OCD in degrees.",
1230,"A cube's net is shown in the image. After folding it into a cube, the character opposite to '主' is ( )
A. 富
B. 强
C. 自
D. 由
E.",
1231,"In the figure, points A, B, C, and D lie on the same circumference, and BC = CD = 4, AE = 6. The lengths of segments BE and DE are both positive integers. What is the length of BD?",
1232,"In the figure, points A, B, and C are on circle O, point D is a point on the extension of line AB, and ∠AOC = 144°. What is the measure of ∠CBD in degrees?",
1233,"In the figure, it is known that points D, E, and F are the midpoints of the sides of triangle ABC. The number of vectors formed by any two points among A, B, C, D, E, and F that are collinear with vector DF (excluding DF itself) is ( )
A. 2
B. 4
C. 5
D. 7",
1234,"In the figure shown, for the triangular frustum ABC-A'B'C', if the ratio of AB to A'B' is 1:2, what is the ratio of the volumes of the triangular pyramids C-A'B'C', B-A'B'C, and A'-ABC?
A. 1: 1: 1
B. 2: 1: 1
C. 4: 2: 1
D. 4: 4: 1",
1235,"In the figure, one corner of square \(ABCD\) is folded, creating a crease \(AE\). The angle \(∠BAD\) is \(48^{\circ}\) larger than angle \(∠BAE\). Let \(∠BAE\) and \(∠BAD\) be represented by \(x\) and \(y\) respectively. What is the system of equations that \(x\) and \(y\) satisfy?
A. \(\begin{cases} x - y = 48 \\ y + 2x = 90 \end{cases}\)
B. \(\begin{cases} y - x = 48 \\ y + x = 90 \end{cases}\)
C. \(\begin{cases} y - x = 48 \\ y = 2x \end{cases}\)
D. \(\begin{cases} y - x = 48 \\ y + 2x = 90 \end{cases}\)",
1236,"After translating right triangle ABC along direction CB by a distance of BE, we obtain right triangle DEF. Given AG=4, BE=6, DE=12, what is the area of the shaded part?",
1237,"When studying similar problems, the opinions of students A and B are as follows: 
A: If a rectangle with side lengths of 5 and 8 is expanded outward in the manner shown in Figure 1, obtaining a new rectangle with a corresponding edge distance of 1, then the new rectangle is similar to the original rectangle.
B: If a triangle with side lengths of 5, 12, and 13 is expanded outward in the manner shown in Figure 2, obtaining a new triangle with a corresponding edge distance of 1, then the new triangle is similar to the original triangle.
Regarding the opinions of the two, which of the following statements is correct? ( )
A. Both are correct
Both are incorrect
C. A is correct, B is incorrect
D. A is incorrect, B is correct",
1238,"In the figure, given that all edges of the regular triangular prism ABC-A₁B₁C₁ are equal, what is the cosine value of the angle formed by the skew lines AB₁ and A₁C?
A. $ \frac {1}{4}$
B. $- \frac {1}{4}$
C. $ \frac {1}{2}$
D. $- \frac {1}{2}$",
1239,"A cylinder has a cone removed from it that is not of equal height. The distance from the apex O of the cone to line AD is 1, and the angle ∠OCD is 30°. OC is 4. What is the surface area of the object after the cone is removed?",
1240,"In the picture, in a dark room, a light bulb illuminates a ball, and the shape of the shadow on the ground is a circle. When the light bulb is moved upward, how does the size of the circular shadow change?
A. The shadow becomes smaller
B. The shadow becomes larger
C. The size remains unchanged
D. Cannot determine",
1241,"A research study group at a certain school measured the height of the flagpole AB. As shown in the figure, the angle of elevation to the top of the flagpole was measured to be 60° from point C on the first floor of the teaching building, and 30° from point D on the third floor. The base of the flagpole is on the same horizontal level as the first floor of the teaching building, and it is known that the height of each floor is 3 meters. What is the height of the flagpole AB in meters?",
1242,"The number of triangles in the figure is ( )
A. 6
B. 7
C. 8
D. 9",
1243,"The three views of a certain geometric body are shown in the figure. The area of the largest side of this geometric body is \((\) \()\)
A. \( \dfrac { \sqrt {2}}{2}\)
B. \( \dfrac { \sqrt {5}}{2}\)
C. \( \dfrac { \sqrt {6}}{2}\)
D. \(3\)",
1244,"As shown in the figure, given that ∠AOB=60°, the circle O₁ is tangent to both sides of ∠AOB. Along the direction of OO₁, we construct circle O₂ which is tangent to both sides of ∠AOB and externally tangent to circle O₁. Then we construct circle O₃ which is tangent to both sides of ∠AOB and externally tangent to circle O₂, and so on. The circle Oₙ is tangent to both sides of ∠AOB and externally tangent to circle Oₙ₋₁. Let the radius of circle Oₙ be rₙ, given that r₁=1, find r₂₀₁₆.",
1245,"In the figure, AB is the diameter of circle O, point P is any point on its semicircle (excluding points A and B), and point Q is a certain point on the other semicircle. If ∠POA is x° and ∠PQB is y°, find the functional relationship between y and x.",
1246,"Execute the program flowchart as shown in the image, what is the value of k output?
A. 2
B. 3
C. 4
D. 1",
1247,"Among the four given shapes composed of 6 identical squares, which one is a valid net of a cube?",
1248,"As shown in the figure, a wooden stick (AB) of length 2a is leaning against a wall that is perpendicular to the ground (OM). Let the midpoint of the stick be P. If the end A of the stick slides down the wall and the end B slides to the right along the ground, what happens to the length of OP during the sliding process?",
1249,"In the figure, within a square grid where each small square has a side length of 1, how many sides of triangle ABC on the grid are of irrational length?
A. 0
B. 1
C. 2
D. 3",
1250,"In the figure, quadrilaterals ABED and AFCD are both parallelograms. AF and DE intersect at a right angle. AG = 3 cm, DG = 4 cm, and the area of quadrilateral ABCD is 90 cm². What is the perimeter of quadrilateral ABCD?",
1251,"Point O is on line AB, points A<sub>1</sub>, A<sub>2</sub>, A<sub>3</sub>, ... are on ray OA, and points B<sub>1</sub>, B<sub>2</sub>, B<sub>3</sub>, ... are on ray OB. Each solid and dashed line segment in the figure has a length of one unit. A moving point M starts from point O and moves along the solid line segments and a semicircle centered at O at a constant speed of 1 unit length per second in the direction indicated by the arrows in the figure. According to this rule, the time required for point M to reach point A<sub>101</sub> is seconds.",
1252,"In the figure, which of the following statements about the relationships of corresponding angles, alternate interior angles, and same-side interior angles is incorrect? ( )
A. ∠1 and ∠4 are corresponding angles
B. ∠2 and ∠3 are alternate interior angles
C. ∠3 and ∠4 are same-side interior angles
D. ∠2 and ∠4 are same-side interior angles",
1253,"In the figure, if the square ABCD with a side length of 1 is rotated counterclockwise by $30^{\circ}$ around point A to form square $AB^{\prime}C^{\prime}D^{\prime}$, then the area of the shaded part is ★.",
1254,"The figure shows the three views of a geometric solid. What is the volume of this geometric solid?
A. \(16\)
B. \(4 \sqrt {2}\)
C. \(48\)
D. \(32\)",
1255,"The mascot of the 2010 Shanghai World Expo in China is named ""Haibao,"" which means ""Treasure of the Four Seas."" By translation, the mascot ""Haibao"" in the image can be translated to the image (_ __)_
Options:",
1256,"In the figure, point O is on circle O'. Circles O and O' intersect at points A and B. CD is the diameter of circle O, intersecting AB at point F. The extension of line DC intersects circle O' at point E. Given that CF = 4 and OF = 2, what is the length of CE?
A. 12
B. 8
C. 6
D. 4",
1257,"Place two triangular paper pieces with equal hypotenuse lengths as shown in the figure. Given that ∠ACB = ∠CED = 90°, ∠A = 45°, and ∠D = 30°. Rotate triangle DCE clockwise around point C by 15° to obtain triangle D₁CE₁. Connect D₁B, then the degree measure of ∠E₁D₁B is ( )
A. 10°
B. 15°
C. 7.5°
D. 20°",
1258,"As shown in the figure, to measure the height of the small tree BC (growing vertically) on the slope AQ, the slope angle ∠PAQ is measured to be 30°, the distance along the slope AB is 10 meters, and the angle between the line of sight AC and the slope AB is measured to be 20°. Find the height of the small tree BC. (Use reference data: √3 ≈ 1.73, sin 50° ≈ 0.77, cos 50° ≈ 0.64, tan 50° ≈ 1.19. Round your answer to 0.1 meters.)",
1259,"Observe the following patterns: Which of them are both axis-symmetric and centrally symmetric? ( )
A. 1
B. 2
C. 3
D. 4",
1260,"In the figure, lines AB and CD are parallel. Line MN intersects AB and CD at points E and F respectively. Line EG bisects angle AEF and is perpendicular to FG at point G. If angle BEM is 50°, find the measure of angle CFG.",
1261,The perimeters of figures A and B are the same. ______. (Determine if true or false),
1262,"As shown in the figure (2010 Hefei School-level Independent Enrollment), a rectangular piece of paper ABCD with a length of 4 cm and a width of 2 cm is folded so that point B falls on the midpoint E of side CD. After flattening, the crease MN is formed. What is the length of segment AM in cm?",
1263,"In triangle DAE, ∠DAE = 40°. The perpendicular bisectors of segments AE and AD intersect line DE at points B and C, respectively. What is the measure of ∠BAC?
A. 100°
B. 90°
C. 80°
D. 120°",
1264,"In the figure, points A<sub>1</sub>, A<sub>2</sub>, A<sub>3</sub>, A<sub>4</sub>, …, A<sub>n</sub> are on ray OA, points B<sub>1</sub>, B<sub>2</sub>, B<sub>3</sub>, …, B<sub>n-1</sub> are on ray OB, and A<sub>1</sub>B<sub>1</sub> ∥ A<sub>2</sub>B<sub>2</sub> ∥ A<sub>3</sub>B<sub>3</sub> ∥ … ∥ A<sub>n-1</sub>B<sub>n-1</sub>. The triangles △A<sub>1</sub>A<sub>2</sub>B<sub>1</sub>, △A<sub>2</sub>A<sub>3</sub>B<sub>2</sub>, …, △A<sub>n-1</sub>A<sub>n</sub>B<sub>n-1</sub> are shaded triangles. If the areas of △A<sub>2</sub>B<sub>1</sub>B<sub>2</sub> and △A<sub>3</sub>B<sub>2</sub>B<sub>3</sub> are 1 and 4 respectively, how many shaded triangles have an area less than 2009?",
1265,"In the Cartesian coordinate system, given that the radius of circle O is 1 and ∠BOA = 45°, what is the equation of the hyperbola passing through point A?",
1266,"In the figure, $\angle1$ and $\angle2$ are vertical angles. Which of the following is true?",
1267,"In the figure shown, the two tangents PA and PB of circle O intersect at point P, and are tangent to circle O at points A and B respectively. Point C is on circle O. If ∠P = 70°, what is the measure of ∠ACB?",
1268,"In the figure, the diameter AB of circle O is 8, and triangle ABC is an equilateral triangle. What is the sum of the areas of the shaded parts? ( )
A. $\sqrt { 3 }$
B. 2
C. 3 $\sqrt { 3 }$
D. 4 $\sqrt { 3 }$",
