row_id,english_question,bangla_question
4000,"In the image, there are ( ) different-sized parallelograms.
A. 4
B. 6
C. 9",
4001,"The derivation process of the formula for the area of a circle is shown in the image. The length of part b in the figure is equivalent to the ( ) of the circle.
A. Length of the radius
B. Length of the diameter
Circumference
D. Half of the circumference",
4002,"In the figure, it is known that the angle bisectors of triangle ABC intersect at point O. Point D is on the extension of CA, and DC = BC, AD = AO. If ∠BAC = 80°, then the measure of ∠BCA is .",
4003,"The image shows a birthday cake that Xiaohua gave to her grandmother. Which of the following statements about the three views is completely correct? ( )
A. Front view and top view are incorrect, side view is incorrect
B. Top view and side view are correct, front view is incorrect
C. Side view and front view are correct, top view is incorrect
D. Front view, top view, and side view are all correct
E.",
4004,"In the figure, \(DC\) is the diameter of circle \(⊙O\), and chord \(AB\) is perpendicular to \(CD\) at point \(F\). Connecting \(BC\) and \(DB\), which of the following conclusions is incorrect?
\( \angle AD= \angle BD\)
\(AF=BF\)
\(OF=CF\)
\(∠DBC=90^{\circ}\)",
4005,"As shown in the figure, a rectangular piece of paper is folded according to the method shown in the figure, and the angle formed by the two dashed lines is ______.",
4006,"In the figure, triangle ABC is inscribed in circle O, with angle B = 60°, angle A = 40°. The radius OE is perpendicular to AB. Connecting CE, what is the measure of angle E?
A. 20°
B. 15°
C. 10°
D. 5°",
4007,"In the figure, square OPQR is inscribed in triangle ABC. Given that the areas of triangles AOR, BOP, and CRQ are S₁=1, S₂=3, and S₃=1 respectively, what is the side length of square OPQR? Options: A. 2, B. 3",
4008,The three views of a geometric body are shown in the figure. What is the surface area of this geometric body?,
4009,"In the figure, in the rhombus ABCD, AB = BD. Points E and F are on AB and AD respectively, and AE = DF. Connecting BF intersects DE at point G, and connecting CG intersects BD at point H. The following conclusions are given: ① Triangle AED is congruent to triangle DFB; ② The area of quadrilateral BCDG is $\frac{\sqrt{3}}{4}$ CG<sup>2</sup>; ③ If AF = 2DF, then BG = 6GF. Which of the following conclusions is correct?",
4010,"In the figure, in circle O, diameter AB and chord DE are perpendicular to each other. Point C is a point on the extension of DE, and line BC intersects the circle at point F. If ∠CFE = α (where $\alpha \in (0, \frac {\pi }{2})$), then ∠DEB ____________.",
