row_id,english_question,bangla_question
2400,"In the figure, on the grid paper, each small square is a square with a side length of 1 cm. The three vertices of triangle ABC are located at the grid points. After rotating triangle ABC counterclockwise 90° around point O, we obtain triangle A′B′C′ (where the corresponding points of A, B, and C are A′, B′, and C′ respectively). What is the length of the path that point B travels during the rotation (in cm)? (Result should retain π)",
2401,An isosceles triangle ABC has legs AB = AC = 80 mm and base BC = 64 mm. Calculate the area of triangle ABC.,
2402,"In the rectangle ABCD, E is the midpoint of CD. Connect AE and extend it to intersect the extended line BC at point F. How many pairs of congruent right triangles are there in the figure?
A. 6 pairs
B. 5 pairs
C. 4 pairs
D. 3 pairs",
2403,"In the figure, the perimeters of parallelogram \(ABCD\) and parallelogram \(DFEC\) are equal, and \(AD=DE\), \(∠BAD=60^{\circ}\), \(∠F=110^{\circ}\). The degree measure of \(∠DAE\) is ______.",
2404,"In the figure, which of the following statements is correct? A. If AB ∥ DC, then ∠1 = ∠2. B. If AD ∥ BC, then ∠3 = ∠4. C. If ∠1 = ∠2, then AD ∥ BC. D. If ∠2 + ∠3 + ∠A = 180°, then AB ∥ DC.",
2405,"In the image, a fishing boat in the sea is located at point A, which is 70 nautical miles away from the island C. If the fishing boat sails 30 nautical miles east to point B, and at this point, the island C is observed to be in the north-east direction at an angle of 30 degrees from point B, what is the distance between the fishing boat and the island C at this moment? ______ nautical miles.",
2406,"As shown in the figure, which of the following statements is correct ( )
A. If AB // CD, then \( \angle 1 = \angle 2 \)
B. If AD // BC, then \( \angle 3 = \angle 4 \)
C. If \( \angle 1 = \angle 2 \), then AB // CD
D. If \( \angle 1 = \angle 2 \), then AD // BC",
2407,"In the figure, AB is a chord of circle O, with AB = 6. OD is perpendicular to AB at point D and intersects AB at point C. If OB = 5, what is the length of CD?
A. 0.5
B. 1
C. 1.5
D. 2",
2408,"In the figure, there is a flagpole \(ED\) with a height of \(15\) meters in front of an office building. From the top of the building \(A\), the angle of depression to the top of the flagpole \(E\) is \(45^{\circ}\). The distance from the base of the flagpole \(D\) to the bottom edge of the building's front steps \(DC\) is \(20\) meters, and the length of the slope of the steps \(BC\) is \(12\) meters, with a slope ratio \(i=1\): \(\sqrt{3}\). What is the height of the building \(AB\)? (Accurate to \(0.1\) meters)",
2409,"In quadrilateral ABCD, AB = CD, M and N are the midpoints of AD and BC respectively. Extend BA and CD to intersect line NM at points E and F. If \( \tan \angle F = \frac{3}{4} \), FC = FN, and EN = \( \frac{3}{2} \), then find EF.",
2410,"In the figure, points A, D, and E are on circle O, and points B and C are on line AD. Given that BC = 2, triangle BCE is an equilateral triangle, and ∠AOD = 120°. Let AB = x and CD = y. Find the functional relationship between y and x.",
2411,"As shown in the figure, the area of rectangle ABCD is 120 square centimeters, BE = 3AE, BF = 2FC. Find the area of quadrilateral EGBF.",
2412,"In the figure, the vertices of \(\triangle ABC\) are all points on a square grid. What is the value of \(\cos ∠ABC\)?",
2413,"Given: As shown in the figure, circles O₁ and O₂ are externally tangent at point C, and AB is a common external tangent, with A and B being the points of tangency. Connect AC and BC. Let the radius of circle O₁ be R and the radius of circle O₂ be r. If \( \tan \angle ABC = \sqrt{2} \), then the value of \( \frac{R}{r} \) is ( )
A. \( \sqrt{2} \)
B. \( \sqrt{3} \)
C. 2
D. 3",
2414,"In tetrahedron ABCD, E and F are the midpoints of AC and BD respectively. Given that AB = 6, CD = 10, and EF = 7, what is the angle in degrees formed between AB and CD?",
2415,"In the figure, the geometric body composed of four small cubes has an edge length of 1 for each cube. What is the sum of the areas of the top view and the left view of this geometric body?",
2416,"The three views of a certain triangular pyramid are shown in the figure. What is the surface area of this triangular pyramid? ( )
A. $2\!+\!\sqrt{5}$
B. $2+2{\sqrt{5}}$
C. $4\!+\!\sqrt{5}$
D. 5",
2417,This vacant lot is a total of 125.5 square meters. How many square meters are not covered with grass?,
2418,"The three views of a certain geometric body are shown in the figure. What is the volume of this geometric body?
A. \( \dfrac {5π}{6}\)
B. \( \dfrac {4π}{3}\)
C. \( \dfrac {5π}{3}\)
D. \( \dfrac {2π}{3}\)",
2419,"Given: As shown in the figure, AB is parallel to CD. Find the value of x in the figure.",
2420,"As shown in the figure, the region represented by the inequality $( x - 2 y + 1 ) ( x + y - 3 ) < 0$ is",
2421,"Given three circles with radius r that are externally tangent to each other and tangent to the sides of triangle ABC, what is the length of the sides of triangle ABC?
A. 2r
B. (2+ \sqrt{3}) r
C. 3r
D. 2 (1+ \sqrt{3}) r",
2422,"In the figure, $DH \parallel EG \parallel BC$, and $DC \parallel EF$. How many angles are equal to angle 1?",
2423,"In the figure, given that E and F are the diameter of circle O, one leg BC of the right triangle ABC with angle A equal to 60° is placed on line EF, and the hypotenuse AB intersects circle O at point P, with point B coinciding with point O. The triangle ABC is then translated in the direction of OE until point B coincides with point E. Let ∠POF = x°, then the range of x is ( )
A. 30≤x≤60
B. 30≤x≤90
C. 30≤x≤120
D. 60≤x≤120",
2424,"To solve the electricity supply problem for four villages, the government invests in building transmission lines between the existing power plant and these four villages. The distances between the four villages and the power plant are shown in the figure (distance unit: kilometers). What should be the shortest total length of the transmission lines that can deliver electricity to these four villages?
A. 19.5
B. 20.5
C. 21.5
D. 25.5",
2425,"In the figure, \(AB \parallel CD\), and lines \(EG\), \(EM\), and \(FM\) bisect angles \(∠AEF\), \(∠BEF\), and \(∠EFD\) respectively. The number of angles in the figure that are equal to \(∠DFM\) (excluding itself) is ( )
A. \(5\)
B. \(6\)
C. \(7\)
D. \(8\)",
2426,"In the right triangle $ABC$, it is known that: ∠$C$=90°, ∠$A$=60°, $AC$=3cm. Taking the midpoint $P$ of the hypotenuse $AB$ as the center of rotation, the triangle is rotated 90° counterclockwise to obtain the right triangle $A'B'C'$. The area of the overlapping part of the two right triangles before and after rotation is ____________ cm².",
