row_id,english_question,bangla_question
2600,"In the figure, point I is the incenter of right triangle ABC, where ∠C=90°, AC=3, and BC=4. If ∠ACB is translated so that its vertex C coincides with I, and the two sides intersect AB at points D and E, then the perimeter of triangle IDE is ( )
A. 3
B. 4
C. 5
D. 7",
2601,"In the Cartesian coordinate system, squares A<sub>1</sub>B<sub>1</sub>C<sub>1</sub>D<sub>1</sub>, D<sub>1</sub>E<sub>1</sub>E<sub>2</sub>B<sub>2</sub>, A<sub>2</sub>B<sub>2</sub>C<sub>2</sub>D<sub>2</sub>, D<sub>2</sub>E<sub>3</sub>E<sub>4</sub>B<sub>3</sub>, A<sub>3</sub>B<sub>3</sub>C<sub>3</sub>D<sub>3</sub>... are arranged as shown in the figure. Point B<sub>1</sub> is on the y-axis, and points C<sub>1</sub>, E<sub>1</sub>, E<sub>2</sub>, C<sub>2</sub>, E<sub>3</sub>, E<sub>4</sub>, C<sub>3</sub>... are on the x-axis. It is known that the side length of square A<sub>1</sub>B<sub>1</sub>C<sub>1</sub>D<sub>1</sub> is 1, ∠B<sub>1</sub>C<sub>1</sub>O = 60°, and B<sub>1</sub>C<sub>1</sub> ∥ B<sub>2</sub>C<sub>2</sub> ∥ B<sub>3</sub>C<sub>3</sub>... What is the side length of square A<sub>2015</sub>B<sub>2015</sub>C<sub>2015</sub>D<sub>2015</sub>?
A. $\left({\frac{1}{2}}\right)^{2014}$
B. $\left({\frac{1}{2}}\right)^{2015}$
C. $\left({\frac{\sqrt{3}}{3}}\right)^{2015}$
D. $\left({\frac{\sqrt{3}}{3}}\right)^{2014}$",
2602,"A quadrilateral pyramid's three views are shown in the figure, where the front view is an isosceles right triangle with a leg length of 1. What is the volume of this geometric body ( )
A. \(\frac{1}{2}\)
B. 1
C. \(\frac{3}{2}\)
D. 2",
2603,"In a parallelogram, two pairs of parallel lines divide the parallelogram into nine smaller parallelograms. If the area of the original parallelogram is 100 cm² and the area of the middle small parallelogram (the shaded part) is 20 cm², what is the area of quadrilateral ABCD?",
2604,Calculate the area of the shaded part. (Unit: cm),
2605,"In the figure, on the grid paper, construct triangle \(\triangle ABP\) with side \(AB\) such that it is congruent to triangle \(\triangle ABC\). From the four points \(P_{1}\), \(P_{2}\), \(P_{3}\), and \(P_{4}\), find the points \(P\) that meet the conditions. Then, the number of points \(P\) is ( )
A. 1
B. 2
C. 3
D. 4",
2606,"In the figure, the radius of circle \(P\) is \(5\), and points \(A\) and \(B\) are any two points on the circle such that \(AB = 6\). A square \(ABCD\) is constructed with side \(AB\) (points \(D\) and \(P\) are on both sides of line \(AB\)). If side \(AB\) rotates around point \(P\) for one complete turn, what is the area swept by side \(CD\)?
A. \(3\pi\)
B. \(6\pi\)
C. \(9\pi\)
D. \(12\pi\)",
2607,A water channel runs through a vegetable field (as shown in the image). What is the area of this vegetable field?,
2608,"In the figure, triangle ABC is an inscribed triangle in circle O. Find ∠ABC - ∠OAC.",
2609,"The figure is a geometric body composed of several identical small cubes. What shape is obtained when viewed from above? ( )
A. $\,\sqsupset$
B. $\,\prod$
C. $\,\boxed { }$
D. $\,\exists$",
2610,"In the figure, AB is the diameter of circle O, point C is on the extension of AB, and CD is tangent to circle O at point D. If ∠C = 20°, then ∠CDA = \( \) .",
2611,"Point P is on the angle bisector of ∠AOB. PE is perpendicular to OA at point E, and PF is perpendicular to OB at point F. What is the positional relationship between OP and EF?",
2612,"Using the scale bar (500 μm) in the image, estimate the diameter of one of the circular structures and calculate its approximate area in square micrometers, assuming it is a perfect circle.",
2613,"As shown in the figure, the line segment \(OA=4\), point \(C\) is the midpoint of \(OA\), and a square \(ABCD\) is constructed using line segment \(CA\) as the diagonal. When line segment \(OA\) is rotated counterclockwise around point \(O\) by \(60^{\circ}\), line segment \(OA'\) and square \(A'B'C'D'\) are formed. During the rotation, the area swept by square \(ABCD\) is ______ (result to be kept in terms of \(π\)).",
2614,A puppy is admiring its full-body reflection in a plane mirror. Which of the following images correctly represents the reflection it sees?,
2615,"In the figure, a study group from the ninth grade (Class 1) of a certain school is conducting a practical activity to measure the height of a small mountain. Some students measured the angle of elevation to point D on the mountainside from point A at the foot of the mountain as 30 degrees, and measured the length AD as 180 meters. Another group of students measured the angle of depression from point B at the top of the mountain to point A at the foot as 45 degrees, and the angle of depression to point D as 60 degrees. Please help them calculate the height BC of the small mountain (do not approximate the calculation process or results).",
2616,"In the figure, ABCD is a square, and O is the intersection point of the diagonals AC and BD. Which rotation around point O can transform triangle COD into triangle DOA? ( )
A. Clockwise rotation 90°
B. Clockwise rotation 45°
Counterclockwise rotation 90°
D. Counterclockwise rotation 45°",
2617,"A triangular ruler is placed as shown in the figure, and the degree of angle 1 is 50° greater than the degree of angle 2. Let angle 1 be represented as x° and angle 2 as y°, then the system of equations can be obtained.
A. $$\begin{array}{l}{\left\{\mathrm{x}=\mathrm{y}-50\right.}\\ {\left.\mathrm{x}+\mathrm{y}=180\right.}\end{array}$$
B. $$\begin{array}{l}{\left\{\mathrm{x}=\mathrm{y}+50\right.}\\ {\left.\mathrm{x}+\mathrm{y}=180\right.}\end{array}$$
C. $$\begin{array}{l}{\left\{\mathrm{x}=\mathrm{y}+50\right.}\\ {\left.\mathrm{x}+\mathrm{y}=90\right.}\end{array}$$
D. $$\begin{array}{l}{\left\{\mathrm{x}=\mathrm{y}-50\right.}\\ {\left.\mathrm{x}+\mathrm{y}=90\right.}\end{array}$$",
2618,"Using a rope to tie a gift box (as shown in the image), if the length of the rope at the knot is 30 centimeters, what is the length of the rope?",
2619,"In the image, there is a stationary hot air balloon A in the sky. The angle of elevation from point B on the ground to A is 30°, and from point C on the ground to A is 60°. Given that BC = 50m, and points A and the line BC are in the same vertical plane, find the height of the hot air balloon above the ground.",
2620,"In the figure, DB is parallel to FG and EC, ∠ACE = 36°, AP bisects ∠BAC, and ∠PAG = 12°. Find the degree measure of ∠ABD.",
2621,"A line $l$ passes through the point $(\sqrt{2}, 0)$ and intersects the curve $y = \sqrt{1 - x^2}$ at points $A$ and $B$. Let $O$ be the origin. When the area of triangle $AOB$ is maximized, what is the slope of line $l$?
A. $\frac{\sqrt{3}}{3}$
B. -$\frac{\sqrt{3}}{3}$
C. ±$\frac{\sqrt{3}}{3}$
D. -$\sqrt{3}$",
2622,"In the figure, there are two tetrahedrons ABCD and EFGH, where A, B, C, D represent triangle ABC, triangle ACD, triangle EFG, and triangle EGH respectively. Given that ∠ACB = ∠CAD = ∠EFG = ∠EGH = 70°, and ∠BAC = ∠ACD = ∠EGF = ∠EHG = 50°, which of the following statements is correct?
A. Triangles A and B are congruent, triangles C and D are congruent.
B. Triangles A and B are congruent, triangles C and D are not congruent.
C. Triangles A and B are not congruent, triangles C and D are congruent.
D. Triangles A and B are not congruent, triangles C and D are not congruent.
E.",
2623,"In the figure, in the sector AOB, OA = 10, and ∠AOB = 36°. If point B is fixed and this sector is rotated clockwise, a new sector A'O'B is formed, where point A is on O'B. Then, the length of the trajectory that point O travels to point O' is ( )
A. π
B. 2π
C. 3π
D. 4π",
2624,"In the circle O, AB = BC = CD, and ∠BAD = 50 degrees. What is ∠E in degrees?",
2625,"Given that circle O has a radius of 3 and circle O' has a radius of 1, which are tangent at point B, and ∠AOB = 40°, if AO is parallel to CO', then find the length of arc AB + arc BC.",
2626,"A right triangle \(\triangle ABC\) has a right angle at \(C\). When folded along segment \(CD\), point \(B\) moves to point \(B'\). If \(\angle ACB' = 50^{\circ}\), what is the measure of \(\angle ACD\)?",
2627,"As shown in the figure, AB = 12 cm, AC = 13 cm, BD = 4 cm, DC = 3 cm. What is the area of the figure in cm²?",
2628,"In a 4×4 grid composed of small squares with side length 1, points A and B are two grid points. If point C is placed at any grid point, what is the probability that the area of triangle ABC is exactly 1?
A. \( \frac{6}{25} \)
B. \( \frac{1}{5} \)
C. \( \frac{4}{25} \)
D. \( \frac{7}{25} \)",
2629,"In the figure, in a 3\( \times \)3 grid, each intersection of the grid lines is called a grid point. Given points A and B in the figure, please find another grid point C in the figure such that triangle ABC becomes an isosceles triangle. How many points C satisfy this condition?",
2630,"In the 6\( \times \)11 square grid, there is a cute little fox. Calculate how many pairs of similar triangles are formed by the solid lines in the picture.
A. 4 pairs
B. 3 pairs
C. 2 pairs
D. 1 pair",
2631,"In the figure, AB is the diameter of circle O, AB=2, point C is on the extension of diameter AB with BC=1, point P is a moving point on the semicircle of circle O, and an equilateral triangle PCD is constructed with side PC, where D is on the opposite side of PC from the center O. Let ∠POB = x. The sum of the areas of triangles OPC and PCD is expressed as a function f(x). When y=f(x) reaches its maximum value, what is the value of x?",
2632,"Two fixed points on the y-axis B<sub>1</sub> (0, b) and B<sub>2</sub> (0, -b), and two moving points M and N on the x-axis. Let P be the intersection point of B<sub>1</sub>M and B<sub>2</sub>N. The x-coordinates of points M and N are X<sub>M</sub> and X<sub>N</sub>, respectively, and they always satisfy X<sub>M</sub>X<sub>N</sub>=a<sup>2</sup> (where a > b > 0 and is a constant). Find the trajectory equation of point P.",
2633,"In the rhombus ABCD, point O is on AC, OA = AB, and the radius of circle O passing through points B, C, and D is 1. Find the value of \( \cos \angle AOB \).",
2634,"In the figure, AB is the diameter of circle O. If ∠COA = ∠DOB = 60°, how many line segments are equal to the length of segment AO?
A. 3 segments
B. 4 segments
C. 5 segments
D. 6 segments",
2635,Find the area of the shaded part in the figure.,
2636,"In the figure (1), extending the sides of a regular hexagon forms a regular hexagram $AFBDCE$, which has an area of 1; taking the midpoints of the sides of triangles $ABC$ and $DEF$, we connect them to form the regular hexagram $A_1F_1B_1D_1C_1E_1$, as shown in the shaded area of figure (2); taking the midpoints of the sides of triangles $A_1B_1C_1$ and $D_1E_1F_1$, we connect them to form the regular hexagram $A_2F_2B_2D_2C_2E_2$, as shown in the shaded area of figure (3); continuing this process, the area of the regular hexagram $A_4F_4B_4D_4C_4E_4$ will be _____________.",
2637,"There are four non-parallel lines L₁, L₂, L₃, and L₄ that form seven angles. Which of the following statements about the degree relationships of these seven angles is correct? ( )
A. \(\angle 2 = \angle 4 + \angle 7\)
B. \(\angle 3 = \angle 1 + \angle 6\)
C. \(\angle 1 + \angle 4 + \angle 6 = 180^{\circ}\)
D. \(\angle 2 + \angle 3 + \angle 5 = 360^{\circ}\)",
2638,Calculate the perimeter of the figure below.,
2639,"In the figure, quadrilateral ABCD is an isosceles trapezoid with AB parallel to DC. Four such isosceles trapezoids can be combined to form the parallelogram shown in the figure. What is the degree measure of angle D?
A. 50°
B. 60°
C. 70°
D. 80°",
