row_id,english_question,bangla_question
2800,"In the figure (2015 Autumn, Zoucheng City Midterm), each small square in the grid has a side length of 1, and points A, B, and C are the vertices of the small squares. What is the degree measure of ∠ABC?",
2801,"In a \(4 \times 4\) grid, the position of \(∠α\) is shown in the figure, then the value of \(\tan α\) is \((\) \()\)
A. \( \dfrac {2 \sqrt {5}}{5}\)
B. \( \dfrac { \sqrt {5}}{5}\)
C. \(2\)
D. \( \dfrac {1}{2}\)",
2802,What are the sizes of the following shapes? Please arrange them in order of area from largest to smallest.,
2803,Calculate the area of the figure below. (Unit: cm),
2804,"Point C is located 10 nautical miles at a southeast angle of 45° from point A. Point B is located at a southeast angle of 60° from point A. A ship at B is heading west toward C at 13 nautical miles per hour. Another ship at A is heading directly to C at 30 nautical miles per hour. Can the ship from A arrive at C before the ship from B? (Use √2 ≈ 1.41, √3 ≈ 1.73, √6 ≈ 2.45)",
2805,"In the figure, an equilateral triangle ADE is constructed outside square ABCD. What is the degree measure of angle AEB?
A. 10°
B. 12.5°
C. 15°
D. 20°",
2806,"In the figure, point B is outside circle O. Line BO intersects circle O at point A, and line BCD is a secant of circle O. Given that BA = 3, BC = 4, and BD = 5, what is the radius of circle O?",
2807,"In the figure, on a billiard table measuring 4 \times 8, there are two balls P and Q. If ball P is struck and rebounds off the edge AB of the table, hitting ball Q exactly, then when ball P is struck, it should aim at point ( ) on edge AB.
A. Point O<sub>1</sub>
B. Point O<sub>2</sub>
C. Point O<sub>3</sub>
D. Point O<sub>4</sub>",
2808,"The three views of a certain geometric body are shown in the figure. What is its volume? ( )
A. 8π
B. 17/2π
C. 9π
D. 15/2π",
2809,"In the figure, if a tangram is assembled into a small animal, then ∠AOB = degrees.",
2810,"In the isosceles trapezoid ABCD, where AD is parallel to BC and AB = DC, the trapezoid is folded such that point B coincides with point D, and EF is the crease, with DF perpendicular to BC. The following conclusions are given: 
① Triangle BFD is an isosceles right triangle; ② Triangle ABD is similar to triangle ADE; ③ EF is parallel to AC; ④ AD + FC > DF. Which of the following conclusions are correct? ( )
A. ②④
B. ①④
C. ②③
D. ①③",
2811,"A building's staircase style is shown in the figure. Measurements indicate that AB = 3 dm, BC = 4 dm, ∠B = 90°, CD = 1 dm, DE = 1.5 dm, EF = DE, AC = 2AG. Based on these data, try to calculate the length of the polyline AC (i.e., the staircase surface AJIHGFEDC).",
2812,"In the figure, it is known that the height of building \(AB\) is \(36\) meters. From the top of the building at point \(A\), the angle of depression to the top of the flagpole at point \(C\) is \(60^{\circ}\). From a window at point \(E\), which is \(6\) meters above the ground, the angle of elevation to the top of the flagpole at point \(C\) is \(45^{\circ}\). Find the height of the flagpole \(CD\) (keep the result in terms of square roots).",
2813,"In the figure, there are several identical small cubes forming a geometric body with three views. The number of small cubes that make up this geometric body is ( )
A. 3
B. 4
C. 5
D. 6",
2814,"As shown in the figure, if a large square with a side length of $a$ is divided into 9 equal smaller squares, what is the area of the shaded part? ( ▲ )
A. $\frac{2}{9}$ $a$<sup>2</sup>
B. $\frac{5}{9}$ $a$<sup>2</sup>
C. $\frac{7}{9}$ $a$<sup>2</sup>
D. $\frac{8}{9}$ $a$<sup>2</sup>",
2815,"As shown in the figure, BE=EF=FC, GA=AH=HC, the area of triangle ABC is 6 square centimeters. What is the area of triangle GEC in square centimeters?",
2816,"As shown in the figure, when a railway reaches the edge of a village, it needs to turn and detour. If the first turning angle A is 105°, the second turning angle B is 135°, and the third turning angle is ∠C, at this point, the road is exactly parallel to the road before the first turn. What is the degree measure of ∠C?
A. 130°
B. 135°
C. 140°
D. 150°",
2817,"As shown in the image, AB=AD, CB=CD, and AC intersects with BD at point O. Which of the following conclusions is correct? (A) OA=OC (B) The distance from point O to AB is equal to the distance from point O to CD (C) The distance from point O to CB is equal to the distance from point O to CD (D) ∠BDA=∠BDC",
2818,"In the figure, triangle ABC is an inscribed triangle of the circle, BD is a chord of the circle, and BD is parallel to AC. A tangent to the circle at point A intersects the extension of line DB at point E, and line AD intersects line BC at point F. If AB = AC, AE = 3 \sqrt{5}, and BD = 4, then the length of segment AF is ______.",
2819,"如图,AB是⊙O直径,若∠D=30°,求∠DOE的度数。",
2820,"In 2003, Henan: As shown in the figure, a fuel company has 10 empty oil barrels with an outer diameter of 1 meter stacked in its yard. To protect them from rain, a simple rain shelter needs to be built. What should be the minimum height of this rain shelter in meters (take \( \sqrt{3} \) as 1.73, rounded to 0.1 meters)?",
2821,"As shown in Figure 1, in a plane curved quadrilateral ABCD, the curved side BC is part of a hyperbola, and the line of the hyperbola's imaginary axis is l. The side AD lies on line l, and the quadrilateral ABCD rotates around line l to form a geometric body. If the three views of this geometric body and its partial dimensions are shown in Figure 2, where the radius of the small circle in the top view is 1, then the eccentricity of the hyperbola is ( )
A. 3
B. 4
C. \sqrt{3}
D. 2",
2822,"In the figure, line $l_1$ is parallel to line $l_2$. Find the angle $\alpha$.",
2823,"In the figure (2011 Jiangxi simulation), there is a right triangle paper piece. A straight line moves along the two legs of the right triangle, intersecting the two legs at angles ∠1 and ∠2. During the movement of the line, the sum of ∠1 and ∠2 equals ___ degrees.",
2824,"In the following figures (the shaded part), how many of them are axisymmetric figures?
A. 1
B. 2
C. 3
D. 4",
2825,"The parabola $ C_{1} $: $ y = - \dfrac {4}{9}(x+3)^{2} $ intersects the $ x $-axis at point $ A $ and the $ y $-axis at point $ B $. The parabola is translated upward along its axis of symmetry to form $ C_{2} $, with vertex $ D $. If the ray $ DC $ intersects the $ x $-axis at point $ E $ and $ CE:CD = 1:2 $, find the coordinates of the vertex $ D $ of parabola $ C_{2} $.",
2826,"Given the three views of a certain geometric body as shown in the figure, what is the surface area of the inscribed sphere of this geometric body? ( ) 
A. \( \textstyle { \frac { 2 \pi } { 3 } } \)
B. \( \textstyle { \frac { 4 \pi } { 3 } } \)
C. 3π
D. 4π",
2827,What is the area of an irregular vegetable garden as shown in the image?,
2828,"The three views of a certain geometric body are shown in the figure. In the front (main) view, the radius of the semicircle is 1. What is the surface area of this geometric body? ( ) 
A. $4 6 + 2 \pi$
B. $5 2 + 2 \pi$
C. $4 6 - 2 \pi$
D. $5 2 - 2 \pi$",
2829,"In the rectangle ABCD, where AB=4 and BC=1, point E is the fourth division point of DC (closer to C), and point F is a moving point on segment EC (including endpoints). When triangle AFD is folded along AF, the projection of point D onto the plane falls exactly on edge AB. As point F moves, what is the range of the cosine value of the dihedral angle D-AF-B?",
2830,"In a spherical device with a diameter of 50, a circular shaft is embedded such that it has maximum contact area with the sphere. What should be the radius x of the circular shaft?",
2831,"A square pond with side length 12m is surrounded by grass. Trees are located at points A, B, C, D as shown in the figure, with AB = BC = CD = 3m. A 4m long rope is tied to one of these trees. Which tree should the rope be tied to so that the sheep can graze over the maximum area of grass?",
2832,"In triangle ABC, a circle with diameter BC intersects sides AC and AB at points D and E, respectively. If BD bisects angle ABC, which of the following conclusions is not necessarily true? A) BD ⊥ AC B) AC^2 = 2AB · AE C) BC = 2AD D) Triangle ADE is an isosceles triangle",
2833,"In the figure, line l is perpendicular to plane α, with foot O. In the rectangular prism ABCD-A₁B₁C₁D₁, it is given that AA₁=5, AB=6, AD=8. The rectangular prism undergoes free motion that meets the following conditions: (1) A ∈ l; (2) C ∈ α. What is the maximum distance between points C₁ and O?",
2834,"The three views of a certain geometric body are shown in the figure. What is the volume of this geometric body? \((\) \()\) 
A. \(2\)
B. \(1\)
C. \( \dfrac {1}{3}\)
D. \( \dfrac {1}{6}\)",
2835,"Two congruent right triangles have hypotenuse 10 cm and smaller acute angle 30°. They are arranged such that points B, C, F, D are collinear and C coincides with F. Triangle ABC is rotated clockwise around C so that point E lies on side AB, and line AC intersects DE at point G. Find the length of segment CG in cm, expressed in terms of square roots.",
2836,"In the following axis-symmetric figures, how many have four axes of symmetry?
A. 1
B. 2
C. 3
D. 4",
2837,"A transparent closed container filled with water consists of a cylinder and a cone. The diameter and height of the cylinder's base are both 12 cm. When upright, the water surface is 11 cm from the top of the container, and when inverted, the water surface is 5 cm from the top. What is the volume of this container in cubic centimeters? (Use \( \pi = 3.14 \))",
2838,"In the figure, segment \(AB\) is the diameter of circle \(⊙O\), point \(C\) is on the circle, and \(∠AOC=80^{\circ}\). Point \(P\) is a moving point on the extended line of segment \(AB\). If we connect \(PC\), what is the degree measure of \(∠APC\)? (Write down one possible value.)",
2839,Which of the following figures is not a centrally symmetric figure? ( ),
2840,"The following are the logos of several banks in our country. Among them, which are both axis-symmetric and centrally symmetric? ( )
A. 1
B. 2
C. 3
D. 4",
2841,"The three views of a spatial geometric body are shown in the figure. What is the volume of this geometric body? ( )
A. $2 \sqrt { 3 }$
B. $\frac { 5 \sqrt { 3 } } { 3 }$
C. $\frac { 4 \sqrt { 3 } } { 3 }$
D. $\frac { 2 \sqrt { 3 } } { 3 }$",
2842,"As shown in the figure, the riverbank a and the road b have a section that is parallel to each other. C and D are two trees on riverbank a spaced 50m apart. Xiao Ming measures point D from point A on road b, finding it in the direction of 60° east of north. Xiao Liang measures point C from point B on road b, finding it in the direction of 30° east of north. Xiao Ming and Xiao Liang are 100m apart. Find the distance between riverbank a and road b. (Result should retain the square root)",
2843,"In the 4×5 grid shown, where each small square has a side length of 1, find two grid points D and E such that ∠ABE = ∠ACD = 90°. Then, the area of quadrilateral BCDE is .",
2844,"In triangle ABC, AB = AC, AD = DB = BC, DE ⊥ AB at point E. If CD = 4 and the perimeter of triangle BDC is 24, find the length of AE.",
2845,"In the figure, considering the edges of the classroom walls as parts of straight lines, which of the following statements about the positional relationship of the two edges is incorrect? ( )
AB ⊥ BC
AD ⫽ BC
CD ⫽ BF
D. AE ⫽ BF",
