row_id,english_question,bangla_question
2000,"As shown in the figure, \(∠O=30^{\circ}\), point \(C\) is on line \(OB\), and \(OC=6\). With point \(C\) as the center, what is the relationship between the circle with a radius of \(4\) and line \(OA\)?",
2001,"On the weekend, Xiao Kai and his classmates took a measuring tape to measure the width of the awning on Grandpa Yang's terrace. Due to the inability to measure directly, Xiao Kai chose a straight line EF on the ground in front of the building. By observing points on line EF, he found that when he was at point N, his line of sight from point M passed through point D and landed exactly at point A on the awning; when he was at point N', the line of sight from point M' through point D landed exactly at point B on the awning. The distance between the two observed points A and B is the width of the awning. It is known that CD is parallel to AB, point C is on AG, and AG, DE, MN, and M'N' are all perpendicular to EF. MN = M'N', and the width of the terrace CD = GE. It was measured that GE = 5 meters, EN = 12.3 meters, and NN' = 6.2 meters. Based on the above information, what is the width of the awning AB in meters? (Result accurate to 0.01 meters)",
2002,"In the figure, the area of the bottom of the bottle is equal to the area of the opening of the conical goblet. When the liquid in the bottle is poured into the conical cup, it can fill ( ) cups.
A. 2
B. 3
C. 6
D. 12",
2003,The image shows a partial net of a cube consisting of five squares. How many distinct ways can you add one square to this net so that the resulting figure is a valid net of a cube?,
2004,"In the following figures: The sum of the number of lines of symmetry for all axisymmetric figures is 
A. 13
B. 11
C. 10
D. 8",
2005,"As shown in the figure, when a road is built to the lakeside, it needs to turn around the lake; if the angle of the first turn is \(∠A=96^{\circ}\), the angle of the second turn is \(∠B=136^{\circ}\), and the angle of the third turn is \(∠C\), at this time the road is exactly parallel to the road before the first turn, then \(∠C=\) ______.",
2006,"In the figure, lines a and b are intersected by line c. Which of the following statements is correct? 【 】
A. When ∠1 = ∠2, then a ∥ b must hold.
B. When a ∥ b, then ∠1 = ∠2 must hold.
C. When a ∥ b, then ∠1 + ∠2 = 90° must hold.
D. When ∠1 + ∠2 = 180°, then a ∥ b must hold.",
2007,"In the figure, AB is parallel to CD. Express θ in terms of α, β, and γ, then θ = ( )
A. α + γ - β
B. β + γ - α
C. 180° + γ - α - β
D. 180° + α + β - γ",
2008,"Given points A(2, 0), B(2√3, 0), C(0, 2), and circle E passing through them with center at (√3+1, √3+1) and radius 2√2. Let point P be in the first quadrant on the same side of line AC as center E. Lines PA and PC intersect circle E again at M and N respectively. Let ∠APC = θ. Express the distance MN in terms of θ using trigonometric functions.",
2009,"In the figure, each small square has a side length of \(1\). If the shaded part is cut out and rearranged to form a square, what is the side length of the new square?
A. \( \sqrt {3}\)
B. \(2\)
C. \( \sqrt {5}\)
D. \( \sqrt {6}\)",
2010,"In the figure, point O is inside rectangle ABCD, and it is known that OA = 1, OB = 3, OC = 4. What is the length of OD?",
2011,"As shown in the figure, the parabola passes through three vertices A, B, and C of a square ABCO with a side length of 1. What is the analytical expression of the parabola?",
2012,"A square ABCD with a side length of 1 is folded along the diagonal BD, connecting AC to form the triangular pyramid C-ABD. Its front view and top view are congruent isosceles right triangles, as shown in the figure. What is the area of the side view? ( )
A. \frac { 1 } { 4 }
B. \frac { 1 } { 2 }
C. \frac { \sqrt { 2 } } { 2 }
D. 1",
2013,"In the figure, a grid composed of 24 squares with a side length of 1 forms a 4×6 grid. If triangle A'B'C' is similar to triangle ABC (with a similarity ratio not equal to 1), and the vertices of triangles A'B'C' and ABC are all at the vertices of the squares in the grid, what is the area of triangle A'B'C'?",
2014,"In the figure, C and D are the trisection points of the semicircle with diameter AB, and CD = 8 cm. What is the area of the shaded part?",
2015,"A cube has a Chinese character written on each face, and its flat layout is shown in the image. What character is written on the face opposite to '伟' in this cube?
A. 中
B. 国
C. 梦
D. 的
E.",
2016,"In the figure (2014 Chongqing School Level Mock Exam), AB is the tangent to circle O at point B. The tangent BA intersects the extended line of diameter CD at point A, where CD = 4 and ∠A = 30°. What is the area of the shaded region in the figure? (Result should retain π)",
2017,"The figure shows the three views of a geometric body composed of several identical small cubes. The number of small cubes that make up this geometric body is \((\) \()\)
A. \(3\)
B. \(4\)
C. \(5\)
D. \(6\)",
2018,The sum of the angles at the seven vertices of the seven-pointed star is .,
2019,"In the figure, in the cyclic quadrilateral ABCD, AD is parallel to BC, and AC intersects BD at point E. The number of pairs of congruent triangles is ( )
A. 2 pairs
B. 3 pairs
C. 4 pairs
D. 5 pairs",
2020,"In the Cartesian coordinate system, the coordinates of point A are (4, 3). What is the value of cosα?
A. \( \frac{3}{5} \)
B. \( \frac{4}{5} \)
C. \( \frac{3}{5} \)
D. \( \frac{4}{5} \)",
2021,"As shown in the figure, the rectangular prism \(ABCD-A'B'C'D'\) has a part cut off, where \(EH/\!/A'D'\). The cut-off geometric shape is a triangular prism, then the remaining geometric shape is ______.",
2022,"In the figure, the line $y=-3x$ intersects the hyperbola $y=\frac{k}{x}$ (for $x<0$) at point D, where $OD=2AD$, $AC \parallel y$-axis, and the area of triangle $ACD$ is 10. Find the value of $k$.",
2023,Calculate the volume of the figure below (unit: cm),
2024,"Observe the pattern shown in the figure. The number of axis-symmetric shapes is ( )
A. 1 shape
B. 2 shapes
C. 3 shapes
D. 4 shapes",
2025,"In the figure, the sum of angles ∠1 + ∠2 + ∠3 + ∠4 + ∠5 equals ( )
A. 175°
B. 180°
C. 225°
D. 360°",
2026,"As shown in the figure (2010 Tianhe District Mock Exam), a square ABCD with a side length of 2 cm is cut along its diagonal AC. Triangle ABC is then translated along BC to obtain triangle A'B'C'. Let the area of the overlapping part of the two triangles be S. What is the maximum value of S in cm²?",
2027,"In trapezoid ABCD, AB = 4, AD = 6, ∠ABC = 60°. Point P lies on ray AD (not coinciding with A), and BP intersects diagonal AC at point E. Let AP = x. Find the value of x such that triangles ABP and EBC are similar.",
2028,"(This question is worth 10 points) A new ""Tengfei"" sculpture has been built in front of Tengfei Middle School (as shown in Figure 1). To measure the height of the sculpture, Xiaoming found point C on the second floor and used a protractor to measure the angle of elevation to the top point A of the sculpture as $30^{\circ}$, and the angle of depression to the bottom point B as $45^{\circ}$. Xiaohua found point D on the fifth floor and measured the angle of depression to point A as $60^{\circ}$ (as shown in Figure 2). Given that the distance CD is 12 meters, please calculate the height of the sculpture AB. (Results should be accurate to 0.1 meters, reference data $\sqrt{3} = 1.73$).",
2029,"Given that △ABC and △EFG are equilateral triangles with equal side lengths, and D is the midpoint of BC and EF, line AG and FC intersect at point M. Find the measure of ∠AMF.",
2030,"As shown in the figure, how many kilograms of flour can be produced from this pile of wheat? (Each cubic meter of wheat weighs approximately 750 kilograms, and the flour yield rate is 70%)",
2031,"Which of the following images are obtained from image (1) through translation and rotation?
A. (3) and (4)
B. (2) and (3)
C. (2) and (4)
D. (4) and (3)",
2032,"A triangle lever is arranged as shown in the figure, and the degree of angle 1 is 50° greater than the degree of angle 2. Let angle 1 be $x$° and angle 2 be $y$°, then the system of equations can be obtained.",
2033,"In the figure, in the regular pentagon ABCDE inscribed in a circle, the diagonals AC and BD intersect at point P. What is the degree measure of ∠APB?
A. 36°
B. 60°
C. 72°
D. 108°",
2034,"As shown in the figure, by translating the three line segments in the grid either up and down or left and right along the grid lines, a closed triangle can be formed. The total number of grid units that the three line segments need to be moved is at least ____________ units.",
2035,"In the figure, the diameter \(AB\) of circle \(⊙O\) is perpendicular to the chord \(CD\) at point \(E\). Given that \(\angle A=22.5{}^\circ\) and \(OC=4\), what is the length of chord \(CD\)?
A. \(4\)
B. \(8\)
C. \(2\sqrt{2}\)
D. \(4\sqrt{2}\)",
