row_id,english_question,bangla_question
3200,The figure shows the three views of a geometric body. What is the surface area of this geometric body?,
3201,"In the figure, AB is the diameter of circle O, and points C, D, and E are on circle O. Find the value of ∠1 + ∠2.",
3202,"As shown in the figure, to construct an angle equal to a given angle, the principle of compass and straightedge construction is (fill in SAS, ASA, AAS, SSS).",
3203,"In the rectangle ABCD as shown in the figure, O is the intersection point of the diagonals AC and BD. Given that BC = 20 cm, AB = 12 cm, DE = 4AE, and CF = 3DF, what is the area of the shaded region in square centimeters?",
3204,"Given: As shown in the figure, AB is the diameter of the semicircle, AB=10, trapezoid ABCD is inscribed in the semicircle, CE∥AD intersects AB at E, BE=2. Find the cosine value of ∠A.",
3205,"As shown in the figure (2013 Autumn, Xiaonan District School Level Monthly Exam), point P is on the angle bisector of ∠AOB. PE is perpendicular to OA at point E, and PF is perpendicular to OB at point F. What is the positional relationship between OP and EF?",
3206,"In the figure, AC is the diameter of circle O, OB is perpendicular to AC, and chord BN intersects AC at point M. If OC = \( \sqrt{3} \), OM = 1, then the length of MN is ______.",
3207,"Among the three shapes below, with the side length of the small square being 1 cm, which shape has the largest perimeter?",
3208,"Given the set $B=\left\{(x,y)\big|\frac{x}{3}-\frac{y}{2}=1,x,y\in R\right\}$, what is the number of elements in the intersection $A\cap B$?",
3209,"In the figure, $\angle1$ and $\angle2$ are vertical angles ( )",
3210,"The image shows two congruent patterns that are perfectly overlapped. By holding the bottom pattern still and rotating the top pattern clockwise around point O, the two patterns form a centrally symmetric figure. What is the minimum angle of rotation ( )?
A. 30°
B. 60°
C. 120°
D. 180°",
3211,"In the figure, triangle ABC is inscribed in circle O, CD is perpendicular to AB at point P, intersecting circle O at point D, and E is the midpoint of AC. Line EP intersects BD at point F, and the diameter of circle O is d. The following conclusions are given: 
1. EF is perpendicular to BD; 
2. The value of AC² + BD² is a constant; 
3. OE = (1/2)BD; 
4. AB • CD = 2S<sub>quadrilateral ADBC</sub>. 
How many of the above statements are correct? ( )
A. 1
B. 2
C. 3
D. 4",
3212,"The image shows the net of a cube. After folding it into a cube, what is opposite to the character '我'?
A. 校
B. 东
C. 母
D. 中
E.",
3213,"Point D(0, -2) is given. A tangent line l to the parabola $x^2 = 2py$ (where $p \in [1,4]$) passes through D, with point of tangency A in the second quadrant. An ellipse with eccentricity $\frac{\sqrt{3}}{2}$ passes through A and intersects line l again at point B. Let k be the slope of line l, and let $k_1$, $k_2$ be the slopes of lines OA and OB respectively. Find the equation of the ellipse when $k_1 + k_2$ reaches its maximum value.",
3214,"Given a sector with a central angle of 270°, initially placed with points A and B touching the ground, the sector is then flipped around point B without slipping, and rolls on the ground until points A and B touch the ground again. The diameter of the semicircle is 8m. What is the length of the path traced by the center O in meters (result in terms of π)?",
3215,"Given the three views of a certain geometric body (unit: cm) as shown in the figure, what is the volume of this geometric body?
A. 108 cm³
B. 100 cm³
C. 92 cm³
D. 84 cm³",
3216,"As shown in the figure, a square piece of paper is folded in half twice, and then 3 holes are punched in it. What does the paper look like when unfolded? ( ▲)",
3217,"As shown in the figure, let O be a point on circle O', circles O and O' intersect at points A and B, CD is the diameter of circle O and intersects AB at F. The extension of DC intersects circle O' at E, and CF = 4, OF = 2. Calculate the length of CE (__)
Options: 
(A) 12
(B) 8
(C) 6
(D) 4",
3218,"As shown in the image, Mr. Zhang erected a fence around his parallelogram-shaped vegetable field, and the length of the fence is 260 meters. One side of the field, AB, is 20 meters. Mr. Zhang excavated a canal in the field, which is perpendicular to one of the edges. The canal is 18 meters long and 0.5 meters wide. What is the planting area of this vegetable field in square meters?",
3219,"In the figure, line AB is tangent to circle O at point B, and line AO intersects circle O at point C; if ∠A = 50°, what is ∠ABC?",
3220,"As shown in the figure, let the midpoints of the sides of square ABCD be S, M, N, and T. Connecting these four midpoints forms a smaller square SMNT. The volumes of the two solids obtained by rotating square ABCD and square SMNT around the diagonal AC are denoted as V_1 and V_2, respectively. What is the ratio V_1 : V_2?
A. 8: 1
B. 2: 1
C. 4: 3
D. 8: 3",
3221,"In the isosceles triangle ABC, given that AB = AC and ∠BAC = 120°, AD is perpendicular to BC at point D, point P is a point on the extension of BA, and point O is a point on segment AD such that OP = OC. The following conclusions are made: ① ∠APO + ∠DCO = 30°; ② triangle OPC is an equilateral triangle; ③ AC = AO + AP; ④ S_{△ABC} = S_{quadrilateral AOCP}. How many of the conclusions are correct? ( )
A. 1
B. 2
C. 3
D. 4",
3222,"As shown in the image, it is composed of six congruent equilateral triangles. How many parallelograms are there in the figure?",
3223,"In triangle ABC, where AB = AC, the circle O with diameter AB intersects BC and AC at points D and E respectively. Determine the following statements: ① BD = CD; ② BD = DE; ③ AE = DE; ④ Triangle ABC is an acute triangle. Which of the following statements are correct? ( )
A. 1
B. 2
C. 3
D. 4",
3224,"In triangle ABC, ∠A = 50°, the incircle I is tangent to sides BC, CA, and AB at points D, E, and F respectively. What is the degree measure of ∠EDF?
A. 55°
B. 60°
C. 65°
D. 70°",
3225,"In rectangle ABCD, AD = 5, DC = 12. Find a point E on AB such that the line segments EC and ED divide the rectangle into three similar triangles. Does such a point exist? ( )
A. There is one point
B. There are two points
C. Does not exist
D. Cannot be determined",
3226,"As shown in the image, this is an unfinished puzzle board with the front side black and the back side white. Given the following four puzzle pieces, which have a black front and a white back, which piece should be chosen to completely fill the puzzle board and make its color uniform?
Option A: $\lrcorner$
Option B: $\llcorner$
Option C: $\ulcorner$
Option D: $\mathsf{L}$
Option E:",
3227,"In triangle \(ABC\), given that \(∠A=70^{\circ}\) and the chords formed by circle \(O\) intersecting the sides of triangle \(ABC\) are equal, find \(∠BOC=\) ______.",
3228,"In the figure, compare the perimeters of shapes A and B ( )
Shape A is longer
Shape B is longer
C. They are equal",
3229,"In the figure, there is a \(4 \times 4\) square grid, and the line segments in the figure are all grid point segments (the endpoints of the segments are grid points). What is the degree measure of \(∠1 + ∠2 + ∠3 + ∠4 + ∠5\)?",
3230,"As shown in the figure, the area of the bottom of the bottle is equal to the area of the opening of the cup, and it is given that h = h'. Now, if the wine in the bottle is poured into the cup, how many cups can be filled?
A. 2
B. 9
C. 6
D. 4",
3231,"Figure 1 is composed of two of the five basic shapes listed below. Which two basic shapes are they?
A. ③⑤
B. ②④
C. ①⑤
D. ②⑤",
3232,How many square meters is the area of the tea field at Uncle Li's house?,
3233,What is the top view of the given geometric body?,
3234,"In the 5\times5 square grid, where each small square has a side length of 1, find the point C such that triangle ABC is an isosceles triangle with irrational side lengths. The number of points C is ( )
A. 3
B. 4
C. 5
D. 7",
3235,"In the figure, two circles intersect at points A and B. The smaller circle passes through the center O of the larger circle. Points C and D lie on the two circles. If ∠ADB = 100°, what is the measure of ∠ACB?
A. 35°
B. 40°
C. 50°
D. 80°",
3236,"In the figure, two triangular paper pieces with equal lengths of the hypotenuse are placed such that ∠ACB=∠CED=90°, ∠A=45°, ∠CDE=30°, and ∠BCE=15°. What is the degree measure of ∠ABD?
A. 40°
B. 45°
C. 50°
D. 60°",
3237,"In the figure: AB is the perpendicular bisector of line segment CD, then the number of pairs of congruent triangles in the figure is ( )
A. 2 pairs
B. 3 pairs
C. 4 pairs
D. 5 pairs",
3238,Which of the following nets can be folded to form the given cube?,
3239,"A square pyramid has a square base. Its three views are shown in the figure, where the front view and the left view are both isosceles triangles, and the top view is a square. What is the volume of this square pyramid?
A. 1
B. 2
C. 3
D. 4",
3240,"As shown in the figure, Xiao Fan starts from point A of a circular field and walks in a direction that forms an angle α with the radius OA. After reaching the edge of the field at point B, he turns and walks in a direction that forms an angle α with the radius OB. Following this method, when Xiao Fan reaches the edge of the field for the fifth time, he is on arc AB. At this time, ∠AOE = 48°, what is the degree measure of α?
A. 60°
B. 51°
C. 48°
D. 76°",
3241,Cities A and B are 100 km apart. A forest protection center P is located 30° north-east of A and 45° north-west of B. The protected area is a circle centered at P with radius 50 km. Will the planned highway (line segment AB) cross the protected area?,
3242,"As shown in the picture, there are two roads, Road A and Road B, from Place A to Place B. Which road is longer?
Options:
(A) Road A is longer
(B) Road B is longer
(C) They are the same length",
3243,"In the figure, line l is perpendicular to plane α, with foot O. In the right triangle ABC, it is given that BC=1, AC=2, and AB= \( \sqrt{5} \). The right triangle undergoes free motion in space under the following conditions: (1) A is in i, (2) C is in α. What is the maximum distance between points B and O?",
3244,"As shown in the figure, if the rectangular paper is folded along the dashed line ① and then cut along the dashed line ② to create a right triangle, the unfolded triangle will be an isosceles triangle. The perimeter of the unfolded triangle is ( )
A. 6 + 2 \sqrt{5}
B. 6 + 4 \sqrt{5}
C. 4 + 2 \sqrt{5}
D. 4 + 4 \sqrt{5}",
3245,"In the figure, ABCD is a square with side length 6, and ADGH is a trapezoid. Points E and F are midpoints of AD and GH, respectively. HF = 6, EF = 4, and EF is perpendicular to GH. Connect HE and extend it to intersect CD at point I. Construct IJ perpendicular to HA. What is the length of IJ?",
3246,"In quadrilateral \(ABDC\), \(∠BAC=90^{\circ}\), \(AB=2\), \(AC=4\), points \(E\) and \(F\) are the trisection points of \(BD\) and \(CD\) respectively. Connect \(AE\), \(AF\), and \(EF\). If the area of quadrilateral \(ABDC\) is \(7\), what is the area of \(\triangle AEF\)?",
3247,"Given that the derivative of the function \(f(x)\) is shown in the figure, if \(\triangle ABC\) is an acute triangle, which of the following inequalities must hold?
\(f(\sin A) > f(\cos A)\)
\(f(\sin A) > f(\cos B)\)
C. \(f(\cos A) < f(\cos B)\)
D. \(f(\sin A) < f(\cos B)\)",
3248,"In the isosceles trapezoid ABCD, where AD is parallel to BC and lines AC and BD intersect at point O, which of the following conclusions is incorrect?
△ABO ≌ △DCO
B. AO = DO
AC = DB
BD bisects ∠ABC",
3249,"In the figure, in a 7\times4 grid (each square has a side length of 1 unit), the radius of circle A is 1, and the radius of circle B is 2. After moving circle A 1 unit to the right from its original position, what is the positional relationship between circle A and the stationary circle B?
A. Intersect
B. Internally tangent
C. Externally tangent
D. Internally contained",
3250,"In the figure, in trapezoid \(ABCD\), \(AD \parallel BC\), \(BC = 2AD\), point \(F\) is on the extension of \(BC\), and \(AF\) intersects \(BD\) at point \(E\). Given that \(AD = 2CF\), what is the area ratio of \(\triangle DEG\) to \(\triangle CFG\)?",
3251,"The figure shows the relationship between the distance $y$ from home and the time $x$ when Teacher Zhang goes out for a walk at night. If the black dot represents Teacher Zhang's home, then which of the following walking routes matches the graph?",
3252,"The three views of a certain geometric body are shown in the figure. What is the volume of this geometric body? ( )
A. \( \frac{560}{3} \)
B. \( \frac{580}{3} \)
C. 200
D. 240",
3253,"In the comprehensive practice class, Xiao Cong's group needs to measure the width of a river. As shown in the figure, the riverbank is EF/MN. Xiao Cong uses a theodolite at point A on the riverbank MN and finds that the small tree C on the opposite bank is in the northeast direction. Then, he walks 30 meters along the riverbank to point B and finds that the electric pole D on the opposite bank is in the north-east direction at an angle of 30 degrees. At this time, other students measure CD = 10 meters. Based on this data, calculate the width of the river, accurate to 0.1. Reference data: \(\sqrt{2} \approx 1.414\), \(\sqrt{3} \approx 1.732\).",
3254,"In the figure, person A stands at point D on the bottom surface of the reservoir, and person B stands at point C on the slope of the dam. It is known that the dihedral angle between the bottom and the dam is $120^{\circ}$. The distances from points D and C to the intersection line of the bottom and the dam are measured as $DA = 30$ meters and $CB = 40$ meters, respectively. It is also known that $AB = 20\sqrt{3}$ meters. What is the distance between persons A and B ( ) meters?
A. 50
B. $10\sqrt{37}$
C. 60
D. 70",
3255,"In triangle ABC, AB = AC, D is the midpoint of BC, E is any point on AD, and CF is drawn through C parallel to AB, intersecting the extension of BE at F. Let G be the intersection of BF and AC. If BE = 3 and GE = 2, find the length of GF.",
3256,"In the figure, PA and PB are tangents to circle O at points A and B. Segment OP intersects AB at point C. Find a product relationship among the segments.",
3257,"The front view and left side view of a certain geometric body are shown in the figure. The volume of this geometric body cannot be \( \text{( )} \)
A. \( \dfrac {1}{3}\)
B. \( \dfrac {π}{6}\)
C. \( \dfrac {2}{3}\)
D. \(1\)",
3258,"In the figure, E is a point on side AC of the equilateral triangle ABC, ∠1 = ∠2, BE = CD. What is the shape of triangle ADE? ( )
A. Isosceles triangle
B. Equilateral triangle
C. Scalene triangle
D. Cannot determine the shape",
3259,"In parallelogram ABCD, E is the midpoint of AD, and the ratio AF: BF = 2: 3. Find the value of AG: GC.",
3260,"The shadows ①, ②, ③, and ④ of the same wooden pole at four different times of the day are shown in the figure. Arrange them in the correct order according to time ( )
A. ①②③④
B. ④①③②
C. ④②③①
D. ④③①②",
3261,"Which group of figures among the following can be similar? ( )
A. (1)
B. (2)
C. (3)
D. (4)",
3262,"In the figure (2015 Luotian County school-level simulation), if the front view and top view of a geometric body built from several small cubes are given, what is the minimum number of small cubes used to build this geometric body?
A. 5
B. 6
C. 7
D. 8",
3263,Which of the following figures is both an axis-symmetric figure and a central symmetric figure? ( ),
3264,"In the figure (2016 Spring, Putuo District Final Exam), it is known that BE = CD. To make triangle ABE congruent to triangle ACD, one additional condition that must be added is: . (Only fill in one situation) .",
3265,"In the figure, the diameter CD of circle O passes through the midpoint G of chord EF, ∠C=30°, CF= $2 \sqrt { 3 }$ cm, then the length of ED equals ( )
A. 1cm
B. $\sqrt { 2 }$ cm
C. $\sqrt { 3 }$ cm
D. 2cm",
3266,"Given circle O: $x^2 + y^2 = 1$ and line l: $y = \frac{\sqrt{3}}{3}(x + 4)$, let F₁ and F₂ be the x-intercepts of the circle. Point P lies on the negative x-axis. A light ray emitted from P reflects off line l and becomes tangent to circle O. Find the coordinates of P such that the total distance traveled by the light ray (from P to reflection point to tangency point) is minimized.",
3267,"In the figure, triangle \(\triangle ABC\) is rotated counterclockwise around point \(A\) by \(110^{\circ}\) to obtain triangle \(\triangle AB_{1}C_{1}\). If point \(B_{1}\) lies on the extension of segment \(BC\), what is the measure of angle \(∠BB_{1}C_{1}\)?
A. \(70^{\circ}\)
B. \(80^{\circ}\)
C. \(84^{\circ}\)
D. \(86^{\circ}\)",
3268,"The geometric figure whose front view, left view, and top view are all rectangles is ( )",
3269,"In the figure, how can pattern A be obtained from pattern B through transformation? ( ) 
A. - First rotate counterclockwise by 90° and then translate
B. - First rotate counterclockwise by 90° and then create a mirror image
C. - First translate and then create a mirror image
D. - First translate and then rotate counterclockwise by 90°
E. -",
3270,"In the figure, ∠AOB = 10°. Equal-length steel pipes EF, FG, GH, HI, IJ are added internally such that each pipe equals OE. Find ∠BIJ.",
3271,"In the square grid, the triangle similar to △ABC is ( )
A. △NBD
△MBD
C. △EBD
△FBD",
3272,"(5 points) (2011•Guangdong) As shown in the figure, the front view (main view), side view (left view), and top view of a certain geometric body are an equilateral triangle, an isosceles triangle, and a rhombus, respectively. What is the volume of this geometric body? ( )",
3273,"In the given image, a student places a triangular ruler in the position shown. If \(AE \parallel BC\), what is the degree measure of \(∠DAF\)?",
