row_id,english_question,bangla_question
0,"In the figure, triangle ABC is a right triangle. The area of the shaded part ① is 28 square centimeters smaller than the area of the shaded part ②. Given that AB = 20 centimeters, what is the length of BC?",
1,"In the figure, \(BC=2\), point \(A\) is on the circle \(⊙B\) with a radius of \(1\). Connect \(AC\) and construct a regular hexagon \(ACDEFG\) above \(AC\). Connect \(BD\). What is the maximum value of \(BD\)?",
2,"The figure is a geometric body composed of \(4\) identical cubes, and its left view is ( ) 
A. $\boxminus$
B. <img h=""70"" src=""tikuimages/2/2018/400/shoutiniao66/763ece2c89e7feb475221e0b03ec7c45.png"" w=""100"" />
C. $\boxed { \begin{array} { r l } \end{array} }$
D. $\boxed { + }$",
3,"As shown in the figure, a fishing boat is sailing at a constant speed towards the east on the sea surface. At point $A$, the lighthouse $M$ is observed to be in the direction of 60 degrees north of east. After sailing for half an hour, the boat arrives at point $B$, where the lighthouse $M$ is observed to be in the direction of 30 degrees north of east. How many more minutes must the boat continue sailing to reach the closest distance to the lighthouse?",
4,"Triangle ABC is a lattice triangle. The number of lattice triangles that can be constructed in the figure, which are congruent to triangle ABC and share one common side (not including triangle ABC), is ______.",
5,"In the figure, given that lines a and b are intersected by line c, what is the corresponding angle to ∠1?",
6,"In the figure, AB is the diameter of circle O, BC is tangent to circle O, OD is parallel to AC, and OD and AC intersect circle O at points F and E, respectively. Given that OF = AE and OA = 1, find the length of EC.",
7,"In the figure, ∠1 = 83°, ∠2 = 97°, ∠3 = 78°, what is the measure of ∠4?",
8,Calculate the volume of the composite solid shown in the figure. (Unit: cm),
9,"As shown in the image (2011 Anxi County Quality Inspection), the diagonals of rectangle ABCD intersect at point O. A line passing through point O intersects AD and BC at points E and F, respectively. If the length and width of the rectangle are 4 cm and 3 cm respectively, what is the area of the shaded part in cm²?",
10,"In the figure, if lines a and b are parallel, then |x - y| = ( )",
11,"As shown in the figure, AE = 5 cm, CF = 2 cm, AB = 6 cm, CD = 4 cm. Find the area of quadrilateral AFCE.",
12,"Given that $PD$ is perpendicular to the plane of rectangle $ABCD$, how many pairs of mutually perpendicular planes are there?
A. 2 pairs
B. 3 pairs
C. 4 pairs
D. 5 pairs",
13,"In the figure, AB is parallel to CD, AD is parallel to BC, and E is a point on the extension of AB. The line segment DE intersects BC at point F. Provide one condition that makes triangle BEF congruent to triangle CDF.",
14,"A semicircular steel plate with radius 2a (a > 0) is cut into an isosceles trapezoid ABCD, where AB is the diameter and CD lies on the arc. Let AD = x. Given that CD ≥ (7/2)a, find the maximum possible perimeter y of trapezoid ABCD.",
15,"In the figure, it is known that \(AB=12\), \(AB\perp BC\) at point \(B\), \(AB\perp AD\) at point \(A\), \(AD=5\), and \(BC=10\). Point \(E\) is the midpoint of \(CD\). Find the length of \(AE\).",
16,"In the isosceles trapezoid ABCD, where AD is parallel to BC, the diagonals AC and BD intersect at point O. The following four conclusions are given: ① ∠ABC = ∠DCB, ② OA = OD, ③ ∠BCD = ∠BDC, ④ S<sub>△AOB</sub> = S<sub>△DOC</sub>. Which of the following conclusions is correct? ( )
A. ①②
B. ①④
C. ②③④
D. ①②④",
17,"As shown in the figure, when adding an outer frame of the same width to the rectangle, acute triangle, regular pentagon, and right triangle, ensuring that the edges of the outer frame are parallel to the corresponding edges of the original shape, how many of these shapes have an outer frame that is similar to the original shape?",
18,"In the figure, triangle $ABC$ is an equilateral triangle, $AA' \parallel BB' \parallel CC'$, $CC' \perp$ plane $ABC$ and $3AA' = \frac{3}{2} BB' = CC' = AB$. What is the front view (also known as the main view) of the polyhedron $ABC - A'B'C'$?",
19,"In the figure, the sector $OAB$ is the lateral surface development of a cone. If the side length of the small square grid is 1 cm, then the radius of the base of this cone is ( )
A. \( \frac{\sqrt{2}}{4} \) cm
B. \( \sqrt{2} \) cm
C. \( \frac{\sqrt{2}}{2} \) cm
D. \( \frac{1}{2} \) cm",
20,The three views of a geometric body are shown in the figure. What is the lateral surface area of this geometric body (unit: cm²)?,
21,"There is a building AB on the opposite bank of the river, and the base of the building is unreachable. Using a protractor and a meter stick, the following measurement scheme is designed: Select two measurement points C and D that are on the same horizontal plane as the base B of the building. The distance CD is measured as \( a \), and the angles of elevation to the top of the tower A from points C and D are \( \alpha \) and \( \beta \) respectively, with \( \angle CBD = \gamma \). Find the height of the building AB.",
22,"In the figure, PC is the tangent to circle O, C is the point of tangency, PAB is the secant line, PC = 2, PA = 1, and ∠P = 60°. What is BC?
A. 3
B. 2
C. 3 2
D. 2 3",
