row_id,english_question,bangla_question
1600,"In the tetrahedron ABCD, where DA=DB=DC=1 and DA, DB, DC are mutually perpendicular, point O is the circumcenter of triangle ABC. When triangle DAO is rotated around line DO, what is the range of values for the cosine of the angle between line DA and line BC during the rotation?",
1601,"In the figure, circle O starts from point A on line AB (the center O coincides with point A) and moves to the right along line AB at a speed of 1 cm/s (the center O always remains on line AB). Given that the length of segment AB is 6 cm, and the radii of circles O and B are 1 cm and 2 cm respectively. When the two circles intersect, the range of time t (in seconds) for the movement of circle O is:",
1602,A rope is folded into 3 sections and then cut in the middle. How many pieces of rope result?,
1603,"In the figure, all quadrilaterals are squares, and all triangles are right triangles. The side length of the largest square is 10 cm, the side length of square A<sub>2</sub> is 6 cm, the side length of square B is 5 cm, and the side length of square C is 5 cm. What is the area of square D in cm<sup>2</sup>?",
1604,The three views of a certain polyhedron are shown in the figure to the right. What is the volume of this geometric body?,
1605,"As shown in the figure, there is a square pond with a side length of 20m, surrounded by a grass field. There are iron stakes at points M, N, P, and Q around the pond, with distances QP = PN = MN = 4m. A cow is tied with a 20m long rope to one of the iron stakes. To maximize the area of the cow's activity zone, the rope should be tied at ( ).
A. Q stake
B. P stake
C. N stake
D. M stake",
1606,"In the figure, the corresponding angle of \(∠1\) is ( ) 
A. \(∠2\)
B. \(∠3\)
C. \(∠4\)
D. \(∠5\)",
1607,"In the figure, the area of the regular hexagon ABCDEF is 54 cm², AP = 2PF, and CQ = 2BQ. Find the area of quadrilateral CEPQ.",
1608,Calculate the volume of the right trapezoid formed by rotating the figure around the axis.,
1609,"In the figure, after cutting an isosceles right triangle ABC along the median line DE, the quadrilateral that can be formed is ( )
A. Rectangle or isosceles trapezoid
B. Rectangle or parallelogram
C. Parallelogram or isosceles trapezoid
D. Rectangle or isosceles trapezoid or parallelogram",
1610,"Given the three views of a geometric body and its dimensions as shown (unit: cm), what is the volume of this geometric body?",
1611,"In the figure, the lines l₁ and l₂ are parallel. Given that AF: FB = 2: 3 and BC: CD = 2: 1, what is the ratio AE: EC?",
1612,"A triangular ruler is placed as shown in the image (∠E=30°, ∠D=60°, ∠B=∠ACB=45°). Point A is on line DE, and BC is parallel to DE. What is the measure of ∠AFC?
A. 45°
B. 50°
C. 60°
D. 75°",
1613,"In the figure, circle O passes through four vertices of pentagon OABCD. If \( \widehat{ \mathtt{ A B D } } = 150^\circ \), \( \angle A = 65^\circ \), and \( \angle D = 60^\circ \), what is the degree measure of \( \widehat{ \mathrm{ B C } } \)?
A. 25
B. 40
C. 50
D. 55",
1614,"The three views of a certain geometric body are shown in the figure, then the volume of the geometric body is ( )
A. $2 \sqrt { 3 }$
B. $\frac { 3 } { 2 } \sqrt { 3 }$
C. $\sqrt { 3 }$
D. $\frac { 3 } { 4 } \sqrt { 3 }$",
1615,"In the figure, a quadrilateral ABCD is inscribed in a circle, with BC = 10 and AD = 7. What is the perimeter of the quadrilateral?
A. 32
B. 34
C. 36
D. 38",
1616,"Cut out a small square from the shape shown in the image so that the remaining part can be folded into a cube. Among the numbered squares $$1$$, $$2$$, $$3$$, and $$6$$, the one that cannot be cut out is ______ $$($$fill in the number$$)$$.",
1617,The figure shows the three views of a geometric solid. The lateral surface area of this geometric solid is __________ cm².,
1618,"In the figure, ∠1 = 10°, ∠2 = ∠3 = ∠4 = ∠5 = 20°, then ∠6 = ______°",
